4;25;25.32
4;26;26.31
4;27;27.29
4;28;28.28
4;29;29.27
4;30;30.27
5;0;5
5;1;5.1
5;2;5.39
5;3;5.83
5;4;6.4
5;5;7.07
5;6;7.81
5;7;8.6
5;8;9.43
5;9;10.3
5;10;11.18
5;11;12.08
5;12;13
5;13;13.93
5;14;14.87
5;15;15.81
5;16;16.76
5;17;17.72
5;18;18.68
5;19;19.65
5;20;20.62
5;21;21.59
5;22;22.56
5;23;23.54
5;24;24.52
5;25;25.5
5;26;26.48
5;27;27.46
5;28;28.44
5;29;29.43
5;30;30.41
6;0;6
6;1;6.08
6;2;6.32
6;3;6.71
6;4;7.21
6;5;7.81
6;6;8.49
6;7;9.22
6;8;10
6;9;10.82
6;10;11.66
6;11;12.53
6;12;13.42
6;13;14.32
6;14;15.23
6;15;16.16
6;16;17.09
6;17;18.03
6;18;18.97
6;19;19.92
6;20;20.88
6;21;21.84
6;22;22.8
6;23;23.77
6;24;24.74
6;25;25.71
6;26;26.68
6;27;27.66
6;28;28.64
6;29;29.61
6;30;30.59
7;0;7
7;1;7.07
7;2;7.28
7;3;7.62
7;4;8.06
7;5;8.6
7;6;9.22
7;7;9.9
7;8;10.63
7;9;11.4
7;10;12.21
7;11;13.04
7;12;13.89
7;13;14.76
7;14;15.65
7;15;16.55
7;16;17.46
7;17;18.38
7;18;19.31
7;19;20.25
7;20;21.19
7;21;22.14
7;22;23.09
7;23;24.04
7;24;25
7;25;25.96
7;26;26.93
7;27;27.89
7;28;28.86
7;29;29.83
7;30;30.81
8;0;8
8;1;8.06
8;2;8.25
8;3;8.54
8;4;8.94
8;5;9.43
8;6;10
8;7;10.63
8;8;11.31
8;9;12.04
8;10;12.81
8;11;13.6
8;12;14.42
8;13;15.26
8;14;16.12
8;15;17
8;16;17.89
8;17;18.79
8;18;19.7
8;19;20.62
8;20;21.54
8;21;22.47
8;22;23.41
8;23;24.35
8;24;25.3
8;25;26.25
8;26;27.2
8;27;28.16
8;28;29.12
8;29;30.08
8;30;31.05
9;0;9
9;1;9.06
9;2;9.22
9;3;9.49
9;4;9.85
9;5;10.3
9;6;10.82
9;7;11.4
9;8;12.04
9;9;12.73
9;10;13.45
9;11;14.21
9;12;15
9;13;15.81
9;14;16.64
9;15;17.49
9;16;18.36
9;17;19.24
9;18;20.12
9;19;21.02
9;20;21.93
9;21;22.85
9;22;23.77
9;23;24.7
9;24;25.63
9;25;26.57
9;26;27.51
9;27;28.46
9;28;29.41
9;29;30.36
9;30;31.32
10;0;10
10;1;10.05
10;2;10.2
10;3;10.44
10;4;10.77
10;5;11.18
10;6;11.66
10;7;12.21
10;8;12.81
10;9;13.45
10;10;14.14
10;11;14.87
10;12;15.62
10;13;16.4
10;14;17.2
10;15;18.03
10;16;18.87
10;17;19.72
10;18;20.59
10;19;21.47
10;20;22.36
10;21;23.26
10;22;24.17
10;23;25.08
10;24;26
10;25;26.93
10;26;27.86
10;27;28.79
10;28;29.73
10;29;30.68
10;30;31.62
11;0;11
11;1;11.05
11;2;11.18
11;3;11.4
11;4;11.7
11;5;12.08
11;6;12.53
11;7;13.04
11;8;13.6
11;9;14.21
11;10;14.87
11;11;15.56
11;12;16.28
11;13;17.03
11;14;17.8
11;15;18.6
11;16;19.42
11;17;20.25
11;18;21.1
11;19;21.95
11;20;22.83
11;21;23.71
11;22;24.6
11;23;25.5
11;24;26.4
11;25;27.31
11;26;28.23
11;27;29.15
11;28;30.08
11;29;31.02
11;30;31.95
12;0;12
12;1;12.04
12;2;12.17
12;3;12.37
12;4;12.65
12;5;13
12;6;13.42
12;7;13.89
12;8;14.42
12;9;15
12;10;15.62
12;11;16.28
12;12;16.97
12;13;17.69
12;14;18.44
12;15;19.21
12;16;20
12;17;20.81
12;18;21.63
12;19;22.47
12;20;23.32
12;21;24.19
12;22;25.06
12;23;25.94
12;24;26.83
12;25;27.73
12;26;28.64
12;27;29.55
12;28;30.46
12;29;31.38
12;30;32.31
13;0;13
13;1;13.04
13;2;13.15
13;3;13.34
13;4;13.6
13;5;13.93
13;6;14.32
13;7;14.76
13;8;15.26
13;9;15.81
13;10;16.4
13;11;17.03
13;12;17.69
13;13;18.38
13;14;19.1
13;15;19.85
13;16;20.62
13;17;21.4
13;18;22.2
13;19;23.02
13;20;23.85
13;21;24.7
13;22;25.55
13;23;26.42
13;24;27.29
13;25;28.18
13;26;29.07
13;27;29.97
13;28;30.87
13;29;31.78
13;30;32.7
14;0;14
14;1;14.04
14;2;14.14
14;3;14.32
14;4;14.56
14;5;14.87
14;6;15.23
14;7;15.65
14;8;16.12
14;9;16.64
14;10;17.2
14;11;17.8
14;12;18.44
14;13;19.1
14;14;19.8
14;15;20.52
14;16;21.26
14;17;22.02
14;18;22.8
14;19;23.6
14;20;24.41
14;21;25.24
14;22;26.08
14;23;26.93
14;24;27.78
14;25;28.65
14;26;29.53
14;27;30.41
14;28;31.3
14;29;32.2
14;30;33.11
15;0;15
15;1;15.03
15;2;15.13
15;3;15.3
15;4;15.52
15;5;15.81
15;6;16.16
15;7;16.55
15;8;17
15;9;17.49
15;10;18.03
15;11;18.6
15;12;19.21
15;13;19.85
15;14;20.52
15;15;21.21
15;16;21.93
15;17;22.67
15;18;23.43
15;19;24.21
15;20;25
15;21;25.81
15;22;26.63
15;23;27.46
15;24;28.3
15;25;29.15
15;26;30.02
15;27;30.89
15;28;31.76
15;29;32.65
15;30;33.54
16;0;16
16;1;16.03
16;2;16.12
16;3;16.28
16;4;16.49
16;5;16.76
16;6;17.09
16;7;17.46
16;8;17.89
16;9;18.36
16;10;18.87
16;11;19.42
16;12;20
16;13;20.62
16;14;21.26
16;15;21.93
16;16;22.63
16;17;23.35
16;18;24.08
16;19;24.84
16;20;25.61
16;21;26.4
16;22;27.2
16;23;28.02
16;24;28.84
16;25;29.68
16;26;30.53
16;27;31.38
16;28;32.25
16;29;33.12
16;30;34
17;0;17
17;1;17.03
17;2;17.12
17;3;17.26
17;4;17.46
17;5;17.72
17;6;18.03
17;7;18.38
17;8;18.79
17;9;19.24
17;10;19.72
17;11;20.25
17;12;20.81
17;13;21.4
17;14;22.02
17;15;22.67
17;16;23.35
17;17;24.04
17;18;24.76
17;19;25.5
17;20;26.25
17;21;27.02
17;22;27.8
17;23;28.6
17;24;29.41
17;25;30.23
17;26;31.06
17;27;31.91
17;28;32.76
17;29;33.62
17;30;34.48
18;0;18
18;1;18.03
18;2;18.11
18;3;18.25
18;4;18.44
18;5;18.68
18;6;18.97
18;7;19.31
18;8;19.7
18;9;20.12
18;10;20.59
18;11;21.1
18;12;21.63
18;13;22.2
18;14;22.8
18;15;23.43
18;16;24.08
18;17;24.76
18;18;25.46
18;19;26.17
18;20;26.91
18;21;27.66
18;22;28.43
18;23;29.21
18;24;30
18;25;30.81
18;26;31.62
18;27;32.45
18;28;33.29
18;29;34.13
18;30;34.99
19;0;19
19;1;19.03
19;2;19.1
19;3;19.24
19;4;19.42
19;5;19.65
19;6;19.92
19;7;20.25
19;8;20.62
19;9;21.02
19;10;21.47
19;11;21.95
19;12;22.47
19;13;23.02
19;14;23.6
19;15;24.21
19;16;24.84
19;17;25.5
19;18;26.17
19;19;26.87
19;20;27.59
19;21;28.32
19;22;29.07
19;23;29.83
19;24;30.61
19;25;31.4
19;26;32.2
19;27;33.02
19;28;33.84
19;29;34.67
19;30;35.51
20;0;20
20;1;20.02
20;2;20.1
20;3;20.22
20;4;20.4
20;5;20.62
20;6;20.88
20;7;21.19
20;8;21.54
20;9;21.93
20;10;22.36
20;11;22.83
20;12;23.32
20;13;23.85
20;14;24.41
20;15;25
20;16;25.61
20;17;26.25
20;18;26.91
20;19;27.59
20;20;28.28
20;21;29
20;22;29.73
20;23;30.48
20;24;31.24
20;25;32.02
20;26;32.8
20;27;33.6
20;28;34.41
20;29;35.23
20;30;36.06
21;0;21
21;1;21.02
21;2;21.1
21;3;21.21
21;4;21.38
21;5;21.59
21;6;21.84
21;7;22.14
21;8;22.47
21;9;22.85
21;10;23.26
21;11;23.71
21;12;24.19
21;13;24.7
21;14;25.24
21;15;25.81
21;16;26.4
21;17;27.02
21;18;27.66
21;19;28.32
21;20;29
21;21;29.7
21;22;30.41
21;23;31.14
21;24;31.89
21;25;32.65
21;26;33.42
21;27;34.21
21;28;35
21;29;35.81
21;30;36.62
22;0;22
22;1;22.02
22;2;22.09
22;3;22.2
22;4;22.36
22;5;22.56
22;6;22.8
22;7;23.09
22;8;23.41
22;9;23.77
22;10;24.17
22;11;24.6
22;12;25.06
22;13;25.55
22;14;26.08
22;15;26.63
22;16;27.2
22;17;27.8
22;18;28.43
22;19;29.07
22;20;29.73
22;21;30.41
22;22;31.11
22;23;31.83
22;24;32.56
22;25;33.3
22;26;34.06
22;27;34.83
22;28;35.61
22;29;36.4
22;30;37.2
23;0;23
23;1;23.02
23;2;23.09
23;3;23.19
23;4;23.35
23;5;23.54
23;6;23.77
23;7;24.04
23;8;24.35
23;9;24.7
23;10;25.08
23;11;25.5
23;12;25.94
23;13;26.42
23;14;26.93
23;15;27.46
23;16;28.02
23;17;28.6
23;18;29.21
23;19;29.83
23;20;30.48
23;21;31.14
23;22;31.83
23;23;32.53
23;24;33.24
23;25;33.97
23;26;34.71
23;27;35.47
23;28;36.24
23;29;37.01
23;30;37.8
24;0;24
24;1;24.02
24;2;24.08
24;3;24.19
24;4;24.33
24;5;24.52
24;6;24.74
24;7;25
24;8;25.3
24;9;25.63
24;10;26
24;11;26.4
24;12;26.83
24;13;27.29
24;14;27.78
24;15;28.3
24;16;28.84
24;17;29.41
24;18;30
24;19;30.61
24;20;31.24
24;21;31.89
24;22;32.56
24;23;33.24
24;24;33.94
24;25;34.66
24;26;35.38
24;27;36.12
24;28;36.88
24;29;37.64
24;30;38.42
25;0;25
25;1;25.02
25;2;25.08
25;3;25.18
25;4;25.32
25;5;25.5
25;6;25.71
25;7;25.96
25;8;26.25
25;9;26.57
25;10;26.93
25;11;27.31
25;12;27.73
25;13;28.18
25;14;28.65
25;15;29.15
25;16;29.68
25;17;30.23
25;18;30.81
25;19;31.4
25;20;32.02
25;21;32.65
25;22;33.3
25;23;33.97
25;24;34.66
25;25;35.36
25;26;36.07
25;27;36.8
25;28;37.54
25;29;38.29
25;30;39.05
26;0;26
26;1;26.02
26;2;26.08
26;3;26.17
26;4;26.31
26;5;26.48
26;6;26.68
26;7;26.93
26;8;27.2
26;9;27.51
26;10;27.86
26;11;28.23
26;12;28.64
26;13;29.07
26;14;29.53
26;15;30.02
26;16;30.53
26;17;31.06
26;18;31.62
26;19;32.2
26;20;32.8
26;21;33.42
26;22;34.06
26;23;34.71
26;24;35.38
26;25;36.07
26;26;36.77
26;27;37.48
26;28;38.21
26;29;38.95
26;30;39.7
27;0;27
27;1;27.02
27;2;27.07
27;3;27.17
27;4;27.29
27;5;27.46
27;6;27.66
27;7;27.89
27;8;28.16
27;9;28.46
27;10;28.79
27;11;29.15
27;12;29.55
27;13;29.97
27;14;30.41
27;15;30.89
27;16;31.38
27;17;31.91
27;18;32.45
27;19;33.02
27;20;33.6
27;21;34.21
27;22;34.83
27;23;35.47
27;24;36.12
27;25;36.8
27;26;37.48
27;27;38.18
27;28;38.9
27;29;39.62
27;30;40.36
28;0;28
28;1;28.02
28;2;28.07
28;3;28.16
28;4;28.28
28;5;28.44
28;6;28.64
28;7;28.86
28;8;29.12
28;9;29.41
28;10;29.73
28;11;30.08
28;12;30.46
28;13;30.87
28;14;31.3
28;15;31.76
28;16;32.25
28;17;32.76
28;18;33.29
28;19;33.84
28;20;34.41
28;21;35
28;22;35.61
28;23;36.24
28;24;36.88
28;25;37.54
28;26;38.21
28;27;38.9
28;28;39.6
28;29;40.31
28;30;41.04
29;0;29
29;1;29.02
29;2;29.07
29;3;29.15
29;4;29.27
29;5;29.43
29;6;29.61
29;7;29.83
29;8;30.08
29;9;30.36
29;10;30.68
29;11;31.02
29;12;31.38
29;13;31.78
29;14;32.2
29;15;32.65
29;16;33.12
29;17;33.62
29;18;34.13
29;19;34.67
29;20;35.23
29;21;35.81
29;22;36.4
29;23;37.01
29;24;37.64
29;25;38.29
29;26;38.95
29;27;39.62
29;28;40.31
29;29;41.01
29;30;41.73
30;0;30
30;1;30.02
30;2;30.07
30;3;30.15
30;4;30.27
30;5;30.41
30;6;30.59
30;7;30.81
30;8;31.05
30;9;31.32
30;10;31.62
30;11;31.95
30;12;32.31
30;13;32.7
30;14;33.11
30;15;33.54
30;16;34
30;17;34.48
30;18;34.99
30;19;35.51
30;20;36.06
30;21;36.62
30;22;37.2
30;23;37.8
30;24;38.42
30;25;39.05
30;26;39.7
30;27;40.36
30;28;41.04
30;29;41.73
30;30;42.43
